BFY,FTYP,FUNDTYPE,DEPARTMENT,RSRC,REVSOURCE,BUDCURR,REVBFY
2022,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,8420,Misc-Handling Charges,925000,2037967.58
2023,OTHO,Other Operating Fund,Human Resources,9413,Intfd-Desktop Services,927302,0
2022,GNFD,General Fund,Code Compliance,7486,Food Duplicate Permit/Name Change Fee,5079,6287
2022,GNFD,General Fund,Park & Recreation,7204,Chgs Serv-Physical Fitness,128860,68231.6
2022,GNFD,General Fund,Court & Detention Services,8026,Expired Driver License Fee,16078,11223.25
2022,GNFD,General Fund,Court & Detention Services,8530,Court Cost-Child Safety/School,150868,131607.13
2022,GNFD,General Fund,Court & Detention Services,8019,Expired Regstration/Inspection,30000,19600.16
2022,GNFD,General Fund,Park & Recreation,7248,Chgs Serv-Glf Bef 4PM Wkdy,283642,299551.13
2023,GNFD,General Fund,Office of Budget,9230,Data Services Indirect Cost,1042405,0
2022,GNFD,General Fund,Code Compliance,6342,Lics/Pmts-Certificate of Occupancy Inspection CCS,350000,319215
2022,GNFD,General Fund,Dallas Police Dept,6526,Igovt Rev-Misc Reimbursements,900000,1150704.27
2022,GNFD,General Fund,Court & Detention Services,8008,Fines/For-Munic Ct Traffic,7102664,5867176.1
2023,GNFD,General Fund,Library,7853,Chgs Serv-Parking-Centrl Libra,60000,0
2023,EFOP,Enterprise Operating Fund,Water Utilities,7810,Chgs Serv-Print(Docu Frms)Sale,7500,0
2022,GNFD,General Fund,Park & Recreation,7245,Chgs Serv-Golf Cards Sr Grnfee,10900,345.96
2022,INSV,Internal Service Fund,Management Services,9421,Intrd Rev-Other Reimb for Non-Bond Projects,0,6377.39
2023,INSV,Internal Service Fund,Park & Recreation,9418,Intrd Rev-GF Reimb for Non-Bond Projects,579667,0
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,8104,Accrued Interest On Poold Inv,0,93872.92
2022,GNFD,General Fund,Code Compliance,6336,Scrap Tire License Fee,67841,54208
2022,GNFD,General Fund,Park & Recreation,7824,Chgs Serv-Concessions,8444,9113.21
2023,GNFD,General Fund,Library,8552,Bad Check Fees,100,0
2022,GNFD,General Fund,Court & Detention Services,8024,Cbf Court Cost,5890,58998.1
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,8104,Accrued Interest On Poold Inv,0,143404.06
2023,EFOP,Enterprise Operating Fund,Water Utilities,7860,Chgs Serv-Cross Connect Cntl F,20000,0
2022,GNFD,General Fund,Office of Budget,7457,Demolition Service Fees,0,-9632.08
2022,GNFD,General Fund,Park & Recreation,8424,Misc-Taxable Sales,185178,285164.03
2022,EFOP,Enterprise Operating Fund,Aviation,8104,Accrued Interest On Poold Inv,0,154721.27
2022,GNFD,General Fund,Management Services,7211,Chgs Serv-City Wide Over/Short,0,-243.97
2022,GNFD,General Fund,Office of Budget,6326,Lics/Pmts-Coin MacHines,13772,27510
2022,GNFD,General Fund,Office of Budget,7558,Multitenant Registration Fee,0,359.49
2022,GNFD,General Fund,Transportation,8041,NON-taxable Parking Lot Fees,945000,1119956.98
2023,GNFD,General Fund,Management Services,704S,Bldg Permit Single Family,5500,0
2022,GNFD,General Fund,Park & Recreation,7212,Chgs Serv-Contract Classes,1744562,924163.27
2023,GNFD,General Fund,Office of Budget,9254,Intfd Rev-PKR Bond Pgm-Indir Cst R,377234,0
2022,GNFD,General Fund,Park & Recreation,7203,Chgs Serv-Special Events,209000,128502
2022,GNFD,General Fund,Park & Recreation,7553,Fair Park Utilities Revenue,0,123916.68
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,70MR,Multi-family Remodel,0,2215641.92
2022,GNFD,General Fund,Park & Recreation,7208,Chgs Serv-Day Participation Child,57883,32433
2023,GNFD,General Fund,Office of Budget,9240,Risk Management Indirect Cost,475970,0
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704P,Pre-Development Meetings-Structure,130676,150750
2022,EFOP,Enterprise Operating Fund,Aviation,7704,Conference Room  Rental Fee,0,30899
2023,EFOP,Enterprise Operating Fund,Water Utilities,7807,Chgs Serv-Print(Doc Frms)Ntxbl,20000,0
2022,GNFD,General Fund,Park & Recreation,7228,Recreation Center Id 18-62,124000,55612.96
2022,GNFD,General Fund,Dallas Fire Department,6371,False Fire Alarm Fee,780,56.81
2023,EFOP,Enterprise Operating Fund,Sanitation Svcs,7438,Paper And Cardboard Recycling,2500000,0
2022,GNFD,General Fund,Court & Detention Services,6511,Igovt Rev-Dallas County,1373930,1411387.35
2023,OTHO,Other Operating Fund,Human Resources,8496,City Contribution To Health Fund,1144381,0
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704D,Demolition Permit,176262,220483.07
2023,GNFD,General Fund,Office of Budget,9225,Intfd Rev-Bldg Insp Indir Cst,1833101,0
2023,EFOP,Enterprise Operating Fund,Convention And Event Services,781S,Chgs Serv-Street Seats,1000,0
2023,GNFD,General Fund,Management Services,704U,Unauthorized Cover Up Fee,24600,0
2022,OTHO,Other Operating Fund,Communication & Info Svcs,8100,Interest On Pooled Invest-Cash,117107,26515.58
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7046,Document Sales Non Taxable,29551,10864.25
2022,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,7407,Chgs Serv-Supply Sales,73050,65291.07
2022,GNFD,General Fund,Dallas Police Dept,8424,Misc-Taxable Sales,10690,25381.43
2022,EFOP,Enterprise Operating Fund,Aviation,6393,Lics/Pmts-Emergency Wrecker Fee,31335,96522
2022,GNFD,General Fund,Park & Recreation,8411,Misc-Gifts & Donations,0,53781.45
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,8428,Misc-Misc Revenue,136183,93995.08
2023,GNFD,General Fund,Park & Recreation,721A,Chgs Serv-Adult Admission Bahama Beach,400811,0
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,6370,Lics/Pmts-Fire Prevent Permit,198353,182475
2023,EFOP,Enterprise Operating Fund,Sanitation Svcs,7427,Sanit Col-Cost Plus-Taxable,171062,0
2022,GNFD,General Fund,Office of Budget,7813,Chgs Serv-Service Charges,0,6035
2022,GNFD,General Fund,Office of Budget,842A,Misc-Disc For Prompt Payment,0,52890.12
2022,GNFD,General Fund,Court & Detention Services,8016,Fines/ Arrest Fees,375000,300855.58
2023,EFOP,Enterprise Operating Fund,Sanitation Svcs,7426,Chgs Serv-Sanitation Collect,108399334,0
2022,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,8104,Accrued Interest On Poold Inv,0,7917.76
2022,GNFD,General Fund,Dallas Police Dept,7554,ENP-extended Neighborhood Patrol Program,586931,569386.16
2022,GNFD,General Fund,City Secretary,751A,Chg Serv.-Open Records Requests.,7500,17221.72
2023,DSGO,General Obligation Debt Service,Office of Budget,8519,Insurance Recovery,8000000,0
2022,GNFD,General Fund,Park & Recreation,7229,Receration Center Id 63-Over,28287,26935.42
2022,GNFD,General Fund,Transportation,6369,Lics/Pmts-Valet Parking Permit,141959,75820.75
2022,GNFD,General Fund,Park & Recreation,7550,Service Charge Nsf Checks,0,50
2022,EFOP,Enterprise Operating Fund,Water Utilities,7856,Chgs Serv-Late Paymt Penal-Wt,3000000,3257049.12
2023,GNFD,General Fund,Public Works & Transporation,8218,Naming/Pouring Rights/Sponsors,6834,0
2022,EFOP,Enterprise Operating Fund,Stormwater Drainage Management,6352,TWM Fill Permits,26000,63500
2022,GNFD,General Fund,Office of Budget,7277,Chg Serv-Interest On Del Accts,0,-38836.29
2022,GNFD,General Fund,Management Services,8411,Misc-Gifts & Donations,0,370
2022,GNFD,General Fund,Public Works & Transporation,7047,Miscellaneous Bldg Insp,1515000,3096297.71
2022,GNFD,General Fund,Park & Recreation,7551,Pro Shop Utility Revenue,104322,92031.52
2023,EFOP,Enterprise Operating Fund,Sanitation Svcs,7885,Private Disposal Fees Taxable,1281720,0
2022,GNFD,General Fund,Court & Detention Services,8539,New $3 Traffic Court Fee,130000,99238.45
2022,INSV,Internal Service Fund,Transportation,9417,Intrd Rev-GO Bond Reimbursement,123582,85979.53
2023,EFOP,Enterprise Operating Fund,Sanitation Svcs,748C,Tipper Service-Taxable,116037,0
2022,GNFD,General Fund,Office of Budget,8443,Misc-Auto Auction-Txble Sales,217497,747304.37
2023,GNFD,General Fund,Office of Budget,9250,Intfd Rev-SAN Indir Cst Reimb,5632182,0
2023,INSV,Internal Service Fund,Equipment & Fleet Management,9416,Intrd Rev-Motor Pool,255739,0
2022,INSV,Internal Service Fund,Purchasing/Bus. Diversity Dev,7543,Sales Non Taxable,32000,5090.62
2023,GNFD,General Fund,Office of Budget,9209,Intfd Rev-Avia Indir Cst Reimb,2138723,0
2022,GNFD,General Fund,Park & Recreation,7243,Chgs Serv-Golf Cards Jr Grnfee,9800,11722.48
2023,GNFD,General Fund,Office of Budget,9251,Intfd Rev-Tran Fr Landfill,4443874,0
2022,GNFD,General Fund,Park & Recreation,721B,Chgs Serv-Cooler Entry Fee Bahama Beach,16699,25620
2022,INSV,Internal Service Fund,Equipment & Fleet Management,8428,Misc-Misc Revenue,25000,4737.05
2023,EFOP,Enterprise Operating Fund,Sanitation Svcs,8100,Interest On Pooled Invest-Cash,200000,0
2022,GNFD,General Fund,Court & Detention Services,6521,Igovt Rev-State Cost Coll Fees,500000,437197.07
2022,OTHO,Other Operating Fund,Communication & Info Svcs,8116,Amortized Discount/Premium Int,0,6449.82
2023,INSV,Internal Service Fund,Communication & Info Svcs,9413,Intfd-Desktop Services,1452660,0
2022,GNFD,General Fund,Park & Recreation,7224,Non-Resident Adult Activy Card,20550,8046.96
2023,GNFD,General Fund,Office of Budget,9231,Office Service Indirectcost,506432,0
2022,GNFD,General Fund,Code Compliance,6329,Lics/Pmts-Motor Vehicle Repair,105862,95613
2023,GNFD,General Fund,Code Compliance,8586,Credit Access Bus Reg Fee,9520,0
2023,GNFD,General Fund,Office of Budget,6527,Igovt Rev-Grapevine,600507,0
2022,GNFD,General Fund,Office of Budget,6371,False Fire Alarm Fee,0,852.36
2022,EFOP,Enterprise Operating Fund,Aviation,6392,Lics/Pmts-Motor Vehicle Tow,8808,23769
2022,INSV,Internal Service Fund,Public Works & Transporation,9419,Intrd Rev-SDM Reimb for Non-Bond Projects,474456,179754.21
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,7292,Chgs Serv-Cancellation Fees,0,344593.75
2022,EFOP,Enterprise Operating Fund,Water Utilities,7501,Chgs Serv-Misc Operation Reven,1725000,159340.77
2022,GNFD,General Fund,Park & Recreation,7552,Greenhouse Utilities Revenue,40000,80218.74
2023,EFOP,Enterprise Operating Fund,Sanitation Svcs,742A,Chgs Serv-Container Service,1001595,0
2022,EFOP,Enterprise Operating Fund,Water Utilities,7500,Chgs Serv-Sanit Billing Fees,540812,540812
2023,GNFD,General Fund,Park & Recreation,7226,Chgs Serv-Tennis Doubles Court Fee,21489,0
2022,EFOP,Enterprise Operating Fund,Office Of Cultural Affairs,8104,Accrued Interest On Poold Inv,0,398.36
2022,GNFD,General Fund,Park & Recreation,7223,Chgs Serv-Basketball Fee Full,164874,143614.35
2022,GNFD,General Fund,Code Compliance,6359,Lics/Pmts-Garage Sales Permit Fee,43000,23900
2023,GNFD,General Fund,Transportation,7521,Thoroughfare Admendment Fee,29625,0
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704E,Express Plan Review-Nontaxable,2337216,1538748.56
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7041,Registrations,1070819,1070342.5
2022,GNFD,General Fund,City Secretary,8428,Misc-Misc Revenue,12000,11240
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,781B,Chgs Serv-Commerc Filming Fee,15000,17470.58
2022,GNFD,General Fund,Building Services,7891,Parking Police Taxable,120843,136504.02
2022,GNFD,General Fund,Dallas Police Dept,8047,Habitual Criminal Property - Residential Property,2802,17765
2022,GNFD,General Fund,Equip & Bldg Svcs,7891,Parking Police Taxable,0,-4524.98
2022,GNFD,General Fund,Office of Budget,7425,Weed Cutting-Paid Liens,0,0
2023,EFOP,Enterprise Operating Fund,Sanitation Svcs,748E,Sanit Coll-Cash Customer Premium Fee,943623,0
2022,OTHO,Other Operating Fund,Communication & Info Svcs,8104,Accrued Interest On Poold Inv,0,13227.97
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,704A,Site Plan Review,174545,176025.47
2022,GNFD,General Fund,Dallas Police Dept,8039,Mandatory Crime Reduction Program Fee,0,1421.47
2022,GNFD,General Fund,Park & Recreation,7218,Chgs Serv-Picnic/Pavilion Rental Fee,141313,204680.5
2022,INSV,Internal Service Fund,Communication & Info Svcs,8116,Amortized Discount/Premium Int,0,18252.85
2022,GNFD,General Fund,Park & Recreation,721C,Chgs Serv-Locker Rental Bahama Beach,20000,2196.5
2022,GNFD,General Fund,Code Compliance,7487,Annual Food Late Inspection Fee,362215,142421
2022,EFOP,Enterprise Operating Fund,Convention And Event Services,7839,Sound/Lighting Tax Exempt,263160,636161.09
2022,GNFD,General Fund,Code Compliance,6354,Food Service Manager Registration Fee,441163,495350
2022,GNFD,General Fund,Code Compliance,6339,Lics/Pmts-Home Repair,176898,48792
2022,EFOP,Enterprise Operating Fund,Office Of Cultural Affairs,782A,Chgs Serv-New Accts Local Dir/Local Ag,310000,266667.4
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7876,Private Development Review,1001717,1097404
2023,GNFD,General Fund,Dallas Fire Department,741A,Chgs Serv-Ambulance Supplement,9312377,0
2022,DSGO,General Obligation Debt Service,Office of Budget,8104,Accrued Interest On Poold Inv,0,105850.25
2022,EFOP,Enterprise Operating Fund,Sustainable Development and Construction,7040,Certificate Of Occupancy,1217481,1106766
2022,GNFD,General Fund,Dallas Police Dept,7565,PEB-Police Equipment Billing Program,437029,245794.92
2022,GNFD,General Fund,Court & Detention Services,8011,Fines/For-Munic Ct Driv Impsch,80000,49630.28
